3943617916;0;0
3696;0;0
4009415020;0;0
4009466344;0;0
4009517664;0;0
4009568980;0;0
4009620296;0;0
4009415020;0;0
4009466344;0;0
4009517664;0;0
4009568980;0;0
4009620296;0;0
4009671628;0;0
4009722956;0;0
4009774280;0;0
4009825604;0;0
4009876920;0;0
4009928244;0;0
4009979568;0;0
4010030884;0;0
4010082216;0;0
4010133540;0;0
4010184868;0;0
4010236192;0;0
4010287516;0;0
4010338840;0;0
4010390164;0;0
4010441484;0;0
4010492816;0;0
4010544144;0;0
4010595468;0;0
4010646792;0;0
4010698116;0;0
4010749440;0;0
4010800760;0;0
4010852080;0;0
4010903404;0;0
4010954736;0;0
4011006064;0;0
4011057392;0;0
4011108708;0;0
4011160036;0;0
4011211352;0;0
4011262672;0;0
4011313988;0;0
4011365316;0;0
4011416644;0;0
4011467968;0;0
4011519292;0;0
4011570620;0;0
4011621944;0;0
4011673268;0;0
4011724588;0;0
4011775920;0;0
4011827252;0;0
4011878568;0;0
4011929892;0;0
4011981216;0;0
4012032540;0;0
4012083860;0;0
4012135176;0;0
4012186500;0;0
4012237840;0;0
4012289160;0;0
4012340484;0;0
4012391808;0;0
4012443132;0;0
4012494448;0;0
4012545768;0;0
